Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,Product_ID,Product_Name,Category,Quantity_Sold,Unit_Price,Sales,Cost,Profit,Inventory_Level,Reorder_Point,Supplier,Discount
1041,2024-01-10,C733,Crystal Weaver,East,West Bengal,P009,SSD,Storage,10,5376,53760,38574.59,15185.41,497,22,Kingston,10
1042,2024-09-15,C708,David Leon,South,Karnataka,P001,Laptop,Electronics,10,42343,423430,342131.5,81298.5,254,99,Dell,20
1043,2024-11-21,C690,Madison Nichols,West,Gujarat,P004,Monitor,Electronics,7,41991,293937,181268.31,112668.69,409,43,Samsung,10
1044,2024-10-29,C568,Kelli Cole,North,Delhi,P007,Tablet,Electronics,9,50916,458244,338433.32,119810.68,315,90,Lenovo,0
1045,2024-04-05,C213,Yvette Crosby,East,West Bengal,P008,Router,Networking,6,32625,195750,166027.21,29722.79,382,24,TP-Link,20
1046,2024-10-07,C694,Elizabeth Owens,South,Karnataka,P010,Webcam,Accessories,2,38663,77326,50105.24,27220.76,407,55,Logitech,15
1047,2024-08-08,C758,Sarah Davis,East,West Bengal,P004,Monitor,Electronics,9,32496,292464,227076.4,65387.6,41,29,Samsung,20
1048,2024-08-13,C218,Brian Brown,East,West Bengal,P010,Webcam,Accessories,4,42319,169276,117175.4,52100.6,351,48,Logitech,5
1049,2024-06-07,C319,James Pratt,South,Karnataka,P001,Laptop,Electronics,5,10817,54085,42982.44,11102.56,353,95,Dell,0
1050,2024-05-26,C231,Keith Stout,North,Delhi,P002,Keyboard,Accessories,2,51064,102128,79963.49,22164.51,450,90,Logitech,20
1051,2024-10-24,C931,Anthony Ramirez,West,Gujarat,P008,Router,Networking,1,28023,28023,18818.02,9204.98,129,73,TP-Link,0
1052,2024-04-26,C515,Michael Campbell,North,Delhi,P010,Webcam,Accessories,10,29301,293010,207842.55,85167.45,203,19,Logitech,20
1053,2024-07-20,C323,Penny Ryan,East,West Bengal,P004,Monitor,Electronics,2,18179,36358,23836.75,12521.25,228,75,Samsung,5
1054,2024-12-16,C710,Johnny Hoover,West,Gujarat,P005,Printer,Electronics,2,7165,14330,12662.93,1667.07,411,74,HP,10
1055,2024-03-14,C765,Julia Jimenez,West,Gujarat,P007,Tablet,Electronics,3,32719,98157,59174.35,38982.65,71,32,Lenovo,10
1056,2024-06-30,C887,Elizabeth Sanders,North,Delhi,P004,Monitor,Electronics,2,37586,75172,54730.01,20441.99,306,32,Samsung,20
1057,2024-06-20,C945,Kayla Frank,North,Delhi,P008,Router,Networking,3,56616,169848,139816.55,30031.45,48,79,TP-Link,10
1058,2024-09-12,C594,Mr. Tyler Merritt,East,West Bengal,P004,Monitor,Electronics,2,43440,86880,54631.56,32248.44,418,10,Samsung,20
1059,2024-04-29,C612,Adam Larsen,North,Delhi,P004,Monitor,Electronics,10,42712,427120,384071.21,43048.79,79,99,Samsung,5
1060,2024-06-29,C832,Julie Bailey,South,Karnataka,P007,Tablet,Electronics,5,59584,297920,194479.48,103440.52,242,27,Lenovo,20
1061,2024-02-04,C620,Molly Zimmerman,East,West Bengal,P001,Laptop,Electronics,9,27246,245214,217465.15,27748.85,403,34,Dell,10
1062,2024-02-12,C261,Stephanie Flores,East,West Bengal,P006,Headphones,Accessories,1,15006,15006,10726.56,4279.44,93,72,Sony,5
1063,2024-12-17,C279,Joann Thompson,East,West Bengal,P001,Laptop,Electronics,2,27823,55646,46313.61,9332.39,425,99,Dell,0
1064,2024-10-02,C513,Kevin Peters,West,Gujarat,P002,Keyboard,Accessories,2,21949,43898,35261.59,8636.41,83,56,Logitech,10
1065,2024-12-08,C511,Jennifer Mendoza,West,Gujarat,P001,Laptop,Electronics,1,2244,2244,1449.48,794.52,407,13,Dell,0
1066,2024-10-17,C971,Michael Moore,South,Karnataka,P007,Tablet,Electronics,10,36486,364860,244924.1,119935.9,120,21,Lenovo,5
1067,2024-06-11,C299,Jerome Valentine,West,Gujarat,P008,Router,Networking,2,26011,52022,41966.69,10055.31,365,37,TP-Link,0
1068,2024-08-26,C829,Michael Carey,South,Karnataka,P009,SSD,Storage,6,22291,133746,104496.62,29249.38,242,99,Kingston,10
1069,2024-02-05,C916,Gina Ayala,North,Delhi,P006,Headphones,Accessories,2,8967,17934,15228.55,2705.45,206,14,Sony,10
1070,2024-12-05,C818,Reginald Green,North,Delhi,P004,Monitor,Electronics,6,4839,29034,24661.56,4372.44,424,30,Samsung,15
1071,2024-11-13,C422,Traci Alvarez,West,Gujarat,P010,Webcam,Accessories,8,6739,53912,46596.7,7315.3,345,39,Logitech,20
1072,2024-05-13,C227,Lisa Maynard MD,South,Karnataka,P009,SSD,Storage,2,34614,69228,46505.56,22722.44,478,24,Kingston,10
1073,2024-08-12,C234,John Cooper,East,West Bengal,P006,Headphones,Accessories,5,47329,236645,206058.41,30586.59,50,54,Sony,5
1074,2024-11-13,C284,Alison Miles,North,Delhi,P008,Router,Networking,1,42010,42010,26384.73,15625.27,51,20,TP-Link,5
1075,2024-09-11,C685,Abigail Hamilton,South,Karnataka,P007,Tablet,Electronics,3,44885,134655,86683.71,47971.29,80,77,Lenovo,10
1076,2024-07-22,C690,Charles Walsh,North,Delhi,P002,Keyboard,Accessories,3,43824,131472,101068.27,30403.73,431,23,Logitech,15
1077,2024-05-21,C361,Brad Johnson,East,West Bengal,P003,Mouse,Accessories,5,35659,178295,136842.25,41452.75,379,61,Logitech,10
1078,2024-12-12,C126,Mark King,West,Gujarat,P008,Router,Networking,10,25620,256200,174901.43,81298.57,130,16,TP-Link,15
1079,2024-10-20,C890,Kathryn Sanchez,South,Karnataka,P006,Headphones,Accessories,7,1139,7973,6087.83,1885.17,50,69,Sony,5
1080,2024-11-03,C839,Rodney Jefferson,North,Delhi,P006,Headphones,Accessories,5,43057,215285,142994.0,72291.0,400,82,Sony,20
1081,2024-04-29,C720,David Johnson,South,Karnataka,P004,Monitor,Electronics,1,4361,4361,3693.41,667.59,32,100,Samsung,10
1082,2024-08-17,C754,Christopher Wilson,West,Gujarat,P007,Tablet,Electronics,6,29908,179448,143519.77,35928.23,41,42,Lenovo,5
1083,2024-01-25,C354,Christopher Ross,West,Gujarat,P009,SSD,Storage,2,12548,25096,17364.16,7731.84,394,32,Kingston,15
1084,2024-08-25,C969,Benjamin Collins,North,Delhi,P007,Tablet,Electronics,1,29804,29804,25969.69,3834.31,460,56,Lenovo,5
1085,2024-06-17,C539,Sheryl Williams,East,West Bengal,P005,Printer,Electronics,8,49144,393152,327984.46,65167.54,174,22,HP,20
1086,2024-10-27,C717,Rachael White,East,West Bengal,P003,Mouse,Accessories,4,41921,167684,101749.68,65934.32,207,25,Logitech,10
1087,2024-04-17,C390,Tammy Schaefer,East,West Bengal,P002,Keyboard,Accessories,3,59862,179586,150774.87,28811.13,452,62,Logitech,15
1088,2024-03-17,C566,Nathaniel Aguilar,West,Gujarat,P008,Router,Networking,10,16134,161340,140342.78,20997.22,37,73,TP-Link,0
1089,2024-10-10,C341,Tamara Thompson,North,Delhi,P001,Laptop,Electronics,2,43447,86894,65121.51,21772.49,338,21,Dell,15
1090,2024-02-13,C324,Kyle Ferguson,West,Gujarat,P008,Router,Networking,4,43435,173740,146962.24,26777.76,346,39,TP-Link,5
1091,2024-05-30,C694,Alyssa Smith DDS,East,West Bengal,P001,Laptop,Electronics,4,11197,44788,31990.73,12797.27,334,72,Dell,15
1092,2024-01-12,C137,Carla Thornton,South,Karnataka,P008,Router,Networking,9,52854,475686,358842.19,116843.81,86,57,TP-Link,10
1093,2024-04-28,C295,Kathryn Mcclure,East,West Bengal,P009,SSD,Storage,3,16147,48441,36446.02,11994.98,482,87,Kingston,15
1094,2024-11-08,C368,Lindsey Rodriguez MD,East,West Bengal,P003,Mouse,Accessories,2,27963,55926,35166.41,20759.59,204,10,Logitech,5
1095,2024-06-12,C437,Chloe Dorsey,South,Karnataka,P007,Tablet,Electronics,8,52413,419304,359629.18,59674.82,34,58,Lenovo,15
1096,2024-08-19,C808,Amy Kelly,West,Gujarat,P006,Headphones,Accessories,5,21119,105595,89400.93,16194.07,146,94,Sony,15
1097,2024-02-18,C789,Kelly Spence,West,Gujarat,P008,Router,Networking,1,41708,41708,32998.48,8709.52,419,87,TP-Link,20
1098,2024-05-20,C390,Jasmine Mcdowell,East,West Bengal,P010,Webcam,Accessories,9,51140,460260,321106.51,139153.49,250,61,Logitech,20
1099,2024-12-03,C826,Robert Webster,South,Karnataka,P006,Headphones,Accessories,2,1656,3312,2436.36,875.64,499,77,Sony,10
1100,2024-01-08,C852,Marcia Dyer,West,Gujarat,P009,SSD,Storage,10,31613,316130,205275.24,110854.76,77,55,Kingston,20
1101,2024-12-02,C854,Ann Martin,North,Delhi,P004,Monitor,Electronics,2,56303,112606,73032.73,39573.27,365,89,Samsung,10
1102,2024-09-05,C920,Christopher Hill,North,Delhi,P004,Monitor,Electronics,1,58172,58172,35652.81,22519.19,339,91,Samsung,0
1103,2024-01-26,C638,Robin Stone,South,Karnataka,P006,Headphones,Accessories,1,21924,21924,19140.85,2783.15,344,54,Sony,5
1104,2024-07-13,C291,Alexandria Barber,North,Delhi,P008,Router,Networking,5,25453,127265,110215.28,17049.72,31,31,TP-Link,5
1105,2024-11-06,C980,Adriana Fischer,West,Gujarat,P004,Monitor,Electronics,5,9930,49650,31982.93,17667.07,283,56,Samsung,20
1106,2024-12-12,C672,Mr. Ricky Yoder,North,Delhi,P009,SSD,Storage,3,52571,157713,115581.82,42131.18,129,99,Kingston,0
1107,2024-06-07,C256,Travis Moore,South,Karnataka,P006,Headphones,Accessories,3,51908,155724,111997.51,43726.49,59,31,Sony,0
1108,2024-07-19,C908,Jade Bennett,North,Delhi,P004,Monitor,Electronics,3,16565,49695,31768.48,17926.52,270,20,Samsung,5
1109,2024-09-19,C103,Stephanie Gregory,South,Karnataka,P003,Mouse,Accessories,1,55954,55954,42019.56,13934.44,253,22,Logitech,15
1110,2024-02-27,C661,Nathaniel Villarreal,North,Delhi,P007,Tablet,Electronics,2,41317,82634,63383.81,19250.19,16,29,Lenovo,10
1111,2024-08-02,C296,Martha Shaw,North,Delhi,P008,Router,Networking,7,31130,217910,190782.67,27127.33,309,86,TP-Link,0
1112,2024-12-24,C767,Bradley Johnston,South,Karnataka,P004,Monitor,Electronics,2,41135,82270,73636.4,8633.6,204,28,Samsung,0
1113,2024-02-29,C229,Jason Rogers,South,Karnataka,P010,Webcam,Accessories,3,39771,119313,92301.28,27011.72,296,25,Logitech,5
1114,2024-06-16,C616,Amy Hill,West,Gujarat,P010,Webcam,Accessories,6,14516,87096,76652.37,10443.63,10,42,Logitech,0
1115,2024-04-01,C552,Penny Williams,West,Gujarat,P009,SSD,Storage,1,5380,5380,3426.13,1953.87,375,54,Kingston,0
1116,2024-05-26,C438,Angela Baker,East,West Bengal,P004,Monitor,Electronics,10,31477,314770,254093.46,60676.54,260,27,Samsung,0
1117,2024-07-29,C808,Glenda Larsen,West,Gujarat,P006,Headphones,Accessories,1,32472,32472,27143.49,5328.51,391,70,Sony,0
1118,2024-01-17,C980,Donald Dominguez,North,Delhi,P001,Laptop,Electronics,7,23577,165039,109242.75,55796.25,487,34,Dell,10
1119,2024-06-28,C691,Timothy Bryan,North,Delhi,P006,Headphones,Accessories,9,40763,366867,234123.56,132743.44,239,74,Sony,5
1120,2024-04-30,C384,Rachel Miller,South,Karnataka,P009,SSD,Storage,8,23736,189888,135895.1,53992.9,246,18,Kingston,5
1121,2024-09-10,C356,Christina Benson,West,Gujarat,P001,Laptop,Electronics,2,41466,82932,70991.09,11940.91,31,53,Dell,10
1122,2024-01-09,C524,Jeremy Stewart,West,Gujarat,P005,Printer,Electronics,4,53322,213288,164228.9,49059.1,180,86,HP,0
1123,2024-01-07,C803,Jesse Hopkins,East,West Bengal,P004,Monitor,Electronics,5,15485,77425,47833.55,29591.45,40,21,Samsung,15
1124,2024-01-20,C512,Kathryn Harris,South,Karnataka,P010,Webcam,Accessories,8,48512,388096,235100.51,152995.49,485,43,Logitech,10
1125,2024-07-04,C441,Kimberly Baker,West,Gujarat,P010,Webcam,Accessories,3,27316,81948,51118.72,30829.28,279,20,Logitech,10
1126,2024-08-22,C456,Zachary Coleman,South,Karnataka,P002,Keyboard,Accessories,4,5112,20448,16222.81,4225.19,149,33,Logitech,5
1127,2024-08-09,C839,Virginia Bryan,East,West Bengal,P010,Webcam,Accessories,8,17431,139448,86595.38,52852.62,445,67,Logitech,10
1128,2024-11-02,C570,Ryan Mcdowell,West,Gujarat,P009,SSD,Storage,10,50767,507670,305360.31,202309.69,466,56,Kingston,20
1129,2024-10-12,C709,Ricky Gonzales,East,West Bengal,P005,Printer,Electronics,4,14176,56704,43300.53,13403.47,474,16,HP,15
1130,2024-11-07,C456,Janet Banks,East,West Bengal,P007,Tablet,Electronics,4,54859,219436,170560.95,48875.05,277,28,Lenovo,10
1131,2024-05-30,C537,Kenneth Vang,North,Delhi,P006,Headphones,Accessories,9,15326,137934,121821.04,16112.96,315,22,Sony,15
1132,2024-06-27,C690,Robert Carpenter,West,Gujarat,P007,Tablet,Electronics,7,32193,225351,155002.12,70348.88,122,28,Lenovo,5
1133,2024-02-28,C947,Mr. Richard Escobar MD,South,Karnataka,P002,Keyboard,Accessories,4,53231,212924,145219.93,67704.07,67,74,Logitech,0
1134,2024-03-13,C593,Tanya Mcdaniel,West,Gujarat,P003,Mouse,Accessories,10,10508,105080,69648.01,35431.99,218,51,Logitech,15
1135,2024-02-22,C179,Sarah Smith,East,West Bengal,P009,SSD,Storage,4,32883,131532,102953.28,28578.72,277,55,Kingston,0
1136,2024-10-20,C934,Anthony Shields,East,West Bengal,P009,SSD,Storage,3,20652,61956,41334.94,20621.06,143,58,Kingston,10
1137,2024-03-12,C609,Molly Zimmerman,North,Delhi,P007,Tablet,Electronics,7,49069,343483,265008.38,78474.62,289,58,Lenovo,10
1138,2024-02-18,C742,Brian Williams,North,Delhi,P010,Webcam,Accessories,2,26566,53132,46477.3,6654.7,402,94,Logitech,5
1139,2024-04-12,C834,Gregory Brennan,South,Karnataka,P004,Monitor,Electronics,3,32815,98445,59252.5,39192.5,166,35,Samsung,15
1140,2024-07-19,C782,Shane Reyes,South,Karnataka,P007,Tablet,Electronics,2,21304,42608,35097.24,7510.76,168,31,Lenovo,0
1141,2024-09-18,C528,Mercedes Hoover,North,Delhi,P002,Keyboard,Accessories,4,21260,85040,57315.47,27724.53,110,45,Logitech,20
1142,2024-06-05,C756,Brittany York,North,Delhi,P009,SSD,Storage,2,13219,26438,19122.36,7315.64,396,88,Kingston,0
1143,2024-09-04,C801,Brianna Carlson,West,Gujarat,P009,SSD,Storage,5,24264,121320,104490.74,16829.26,241,31,Kingston,10
1144,2024-04-23,C611,William Bright,East,West Bengal,P006,Headphones,Accessories,2,33365,66730,44874.74,21855.26,289,74,Sony,20
1145,2024-05-07,C321,Kelly Escobar III,East,West Bengal,P002,Keyboard,Accessories,9,5436,48924,41093.33,7830.67,74,69,Logitech,15
1146,2024-06-12,C658,Courtney Williams,West,Gujarat,P007,Tablet,Electronics,2,49385,98770,83054.82,15715.18,407,27,Lenovo,5
1147,2024-09-27,C963,Mr. David Harris DDS,North,Delhi,P005,Printer,Electronics,9,4119,37071,32202.82,4868.18,473,78,HP,15
1148,2024-10-08,C584,Jerry Sullivan,North,Delhi,P003,Mouse,Accessories,3,27334,82002,56227.83,25774.17,358,12,Logitech,15
1149,2024-10-09,C195,Stephen Nelson,East,West Bengal,P009,SSD,Storage,6,28745,172470,109305.07,63164.93,465,41,Kingston,0
1150,2024-02-02,C465,Diane Moore,East,West Bengal,P001,Laptop,Electronics,1,34765,34765,29464.2,5300.8,399,51,Dell,15
1151,2024-03-23,C643,Charles Lawson,North,Delhi,P002,Keyboard,Accessories,10,12188,121880,88708.93,33171.07,400,75,Logitech,0
1152,2024-05-27,C216,Jose Price,North,Delhi,P003,Mouse,Accessories,10,49260,492600,378243.52,114356.48,414,70,Logitech,5
1153,2024-10-06,C609,Lori Munoz,North,Delhi,P009,SSD,Storage,1,9566,9566,6532.15,3033.85,315,61,Kingston,0
1154,2024-09-13,C257,Jose Smith,East,West Bengal,P001,Laptop,Electronics,8,5837,46696,29284.89,17411.11,268,93,Dell,20
1155,2024-03-27,C125,Andrew Kennedy,West,Gujarat,P002,Keyboard,Accessories,7,18957,132699,90911.41,41787.59,135,97,Logitech,15
1156,2024-06-04,C663,Randall Orozco,East,West Bengal,P007,Tablet,Electronics,1,43486,43486,35881.5,7604.5,92,96,Lenovo,0
1157,2024-06-23,C852,John Wolf,East,West Bengal,P008,Router,Networking,9,45665,410985,323561.25,87423.75,334,91,TP-Link,5
1158,2024-07-05,C901,Lori Henderson DVM,South,Karnataka,P004,Monitor,Electronics,3,36694,110082,83419.13,26662.87,202,51,Samsung,5
1159,2024-05-06,C293,John Buckley,North,Delhi,P008,Router,Networking,5,43907,219535,194865.1,24669.9,275,52,TP-Link,0
1160,2024-09-25,C496,Melissa Hunt,North,Delhi,P004,Monitor,Electronics,5,41758,208790,176930.73,31859.27,24,52,Samsung,10
1161,2024-11-02,C586,Andrea Baird,North,Delhi,P008,Router,Networking,9,21965,197685,167472.94,30212.06,73,47,TP-Link,10
1162,2024-01-28,C169,Megan Cline,East,West Bengal,P007,Tablet,Electronics,6,17267,103602,64561.25,39040.75,30,10,Lenovo,0
1163,2024-05-27,C391,Amy Kennedy,East,West Bengal,P005,Printer,Electronics,7,18401,128807,115340.25,13466.75,390,55,HP,0
1164,2024-01-09,C138,Jason Jackson,North,Delhi,P003,Mouse,Accessories,3,40092,120276,72821.18,47454.82,492,32,Logitech,5
1165,2024-09-15,C598,Dawn Estrada,South,Karnataka,P005,Printer,Electronics,9,25779,232011,194065.27,37945.73,38,64,HP,0
1166,2024-06-12,C283,Susan Williams,South,Karnataka,P004,Monitor,Electronics,9,12749,114741,77288.55,37452.45,346,58,Samsung,20
1167,2024-04-01,C745,Brian Wilson,North,Delhi,P002,Keyboard,Accessories,10,17777,177770,132402.33,45367.67,309,54,Logitech,10
1168,2024-04-23,C165,Elizabeth Peters,East,West Bengal,P007,Tablet,Electronics,7,4766,33362,22785.12,10576.88,174,18,Lenovo,0
1169,2024-02-14,C545,Sheila Smith,North,Delhi,P001,Laptop,Electronics,1,19021,19021,12114.38,6906.62,463,22,Dell,15
1170,2024-04-29,C650,Douglas Stout,South,Karnataka,P008,Router,Networking,2,11536,23072,16559.96,6512.04,245,41,TP-Link,10
1171,2024-06-04,C225,Christina Sanchez,South,Karnataka,P004,Monitor,Electronics,5,25342,126710,76579.74,50130.26,425,35,Samsung,20
1172,2024-08-30,C109,Jeremy Wolfe,South,Karnataka,P008,Router,Networking,1,21614,21614,13625.38,7988.62,40,31,TP-Link,20
1173,2024-09-17,C719,Adrian Ball,East,West Bengal,P005,Printer,Electronics,8,22857,182856,160406.82,22449.18,140,30,HP,15
1174,2024-03-03,C968,Rebecca Miller,West,Gujarat,P004,Monitor,Electronics,9,49118,442062,345955.03,96106.97,387,43,Samsung,15
1175,2024-05-26,C853,Kimberly Jackson,South,Karnataka,P006,Headphones,Accessories,4,13327,53308,43938.29,9369.71,456,67,Sony,20
1176,2024-12-26,C199,Jeremiah Cunningham,North,Delhi,P001,Laptop,Electronics,5,8464,42320,27139.23,15180.77,210,88,Dell,0
1177,2024-01-30,C189,Tonya Gould,North,Delhi,P007,Tablet,Electronics,3,723,2169,1692.18,476.82,345,91,Lenovo,10
1178,2024-11-19,C296,Paula Everett,West,Gujarat,P009,SSD,Storage,6,13720,82320,71045.15,11274.85,450,50,Kingston,0
1179,2024-09-13,C920,Holly Brown,West,Gujarat,P004,Monitor,Electronics,3,43069,129207,95507.01,33699.99,482,47,Samsung,10
1180,2024-05-09,C408,Adam Lang,South,Karnataka,P005,Printer,Electronics,3,47089,141267,113100.07,28166.93,497,95,HP,10
1181,2024-02-07,C215,Thomas Johnson,East,West Bengal,P006,Headphones,Accessories,2,44702,89404,67018.94,22385.06,34,56,Sony,0
1182,2024-06-13,C113,James Johnson,South,Karnataka,P008,Router,Networking,2,54830,109660,76565.4,33094.6,63,85,TP-Link,10
1183,2024-02-12,C727,Troy Ramirez,West,Gujarat,P010,Webcam,Accessories,10,2111,21110,14003.21,7106.79,45,86,Logitech,5
1184,2024-08-31,C265,Stephanie Lloyd,West,Gujarat,P002,Keyboard,Accessories,5,56012,280060,196387.75,83672.25,354,74,Logitech,10
1185,2024-09-28,C675,Carolyn Wallace,East,West Bengal,P005,Printer,Electronics,9,48591,437319,312808.06,124510.94,448,54,HP,15
1186,2024-05-18,C547,Dana West,South,Karnataka,P010,Webcam,Accessories,3,14060,42180,31499.51,10680.49,427,89,Logitech,10
1187,2024-04-11,C703,Brittany Cabrera,North,Delhi,P001,Laptop,Electronics,4,40034,160136,132864.21,27271.79,78,69,Dell,10
1188,2024-10-04,C315,Jane Jones,North,Delhi,P010,Webcam,Accessories,5,14710,73550,45283.63,28266.37,373,17,Logitech,10
1189,2024-02-13,C791,Kimberly Butler,West,Gujarat,P002,Keyboard,Accessories,8,57871,462968,329627.26,133340.74,74,42,Logitech,5
1190,2024-11-20,C858,Linda Mcclain,South,Karnataka,P006,Headphones,Accessories,6,59728,358368,309706.46,48661.54,203,75,Sony,20
1191,2024-11-25,C981,Sarah Barnes,East,West Bengal,P009,SSD,Storage,8,11377,91016,70750.92,20265.08,343,96,Kingston,10
1192,2024-06-07,C772,Christopher Guerra,East,West Bengal,P001,Laptop,Electronics,3,16396,49188,38489.08,10698.92,190,41,Dell,10
1193,2024-04-15,C419,Maria Watson,South,Karnataka,P003,Mouse,Accessories,9,46494,418446,360073.08,58372.92,318,38,Logitech,15
1194,2024-04-04,C997,Samuel Ramirez,West,Gujarat,P008,Router,Networking,9,52130,469170,339393.63,129776.37,106,99,TP-Link,10
1195,2024-07-25,C215,Robert Levy,East,West Bengal,P004,Monitor,Electronics,5,55906,279530,182351.17,97178.83,63,30,Samsung,10
